batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
64,0.4,1,1,0.18022745174287327,94.51666666666667,98.54,300.8129143714905
64,0.4,1,2,0.06227247272325254,98.30833333333334,99.01,232.12901067733765
64,0.4,1,3,0.04896753452822774,98.70833333333333,99.2,115.9521369934082
64,0.4,1,4,0.04304466298087734,98.88166666666666,99.08,114.80844259262085
64,0.4,1,5,0.03617246494187934,99.05666666666667,99.33,115.92568564414978
64,0.4,1,6,0.032166798299126324,99.16333333333333,99.11,115.0833888053894
64,0.4,1,7,0.029302544165084498,99.26333333333334,99.19,116.32045865058899
64,0.4,1,8,0.030190762172087954,99.205,99.25,131.87553095817566
64,0.4,1,9,0.027877495266637138,99.34,99.31,354.0613741874695
64,0.4,1,10,0.023283591781472004,99.36,99.43,446.4030201435089
64,0.4,1,11,0.019310650345182805,99.47833333333334,99.42,449.31256341934204
64,0.4,1,12,0.019395641260308977,99.54666666666667,99.43,445.4791395664215
64,0.4,1,13,0.01673961691761551,99.56833333333333,99.3,448.68827533721924
64,0.4,1,14,0.015327946130377317,99.58333333333333,99.33,187.45371460914612
64,0.4,1,15,0.01451191747900325,99.63,99.53,138.64896941184998
,,,Average,,,,247.53030835787456
